Sentence, Probility
 坑 的 周围 还有 几块 已经 完全 腐烂 的 草 垫 ,1.0265435518346972e-22
 像是 供 人 在 祭祀 时 跪拜 用 的 ,7.534481083240031e-17
 但 劳 铭 昌 却 完全 想象 不出 这是 一种 什么样 的 祭祀 ,3.0377440562049746e-20
 四面 的 墙上 描绘 着 一些 奇怪 的 壁画 ,6.37251177528785e-17
 其中 的 内容 像是 一些 祭 拜 的 仪式 ,2.4039649320289563e-18
 但 很多 地方 的 画 漆 都 起 卷 剥落 了 ,8.618403412187225e-22
 使得 剩下 来 的 部分 看起来 就 像是 某种 浑身 疙瘩 的 黑色 巨石 ,1.309325427773016e-23
 除开 那些 显而易见 的 东西 ,5.608194441362099e-07
 房间 唯一 显眼 的 就是 四 盏 安置 在 角落里 的 高 脚 油灯 ,6.298224408659046e-29
 和 一口 半人 高 靠 墙 摆放 的 柳 木箱 子 ,3.1902074644012243e-19
 由于 没有 得到 合适 的 养护 ,1.9111540224052038e-12
 箱子 的 保存 状况 已经 很 糟糕 了 ,2.3795558215690624e-15
 当 劳 铭 昌 带 着手 套 小心 地 打开 它们 后 ,5.84382898011419e-18
 发现 里面 装着 的 全是 古老 的 典籍 ,2.0858524850023028e-15
 这些 旧书 的 情况 比 箱子 本身 还要 糟糕 ,7.101569975950268e-16
 它们 笼罩 在 纸张 腐烂 形成 的 灰 堆里 ,1.3925618791985915e-16
 几乎 被 完全 蛀 空 了 ,1.209562270926595e-08
 一 碰 就会 坍塌 成 不可 辨认 的 一堆 ,3.014941878093555e-16
 借着 手电筒 的 光线 ,4.46939749459649e-06
 他 简单 地 辨认出 了 状况 相对 好 一点儿 的 几 本书 ,2.8195186157804773e-26
 但 那 大多数 公认 的 伪经 或 志怪 奇谈 ,2.453877355711679e-15
 其中 有 一 两 卷 传说 属于 《 山海经 》 但 从未 得到 学界 承认 的 《 昆仑 经 》 折子 装 手 抄本 ,1.1941660793929607e-46
 一本 明代 线 装帧 的 《 齐 谐 记 》 ,1.4453595065237206e-13
 还有 一本 清 代 包背装 的 《 大荒 策 》 印刷 本 ,3.31426936845716e-18
 想来 这 就是 劳 格 林 当年 花钱 从 全国 各地 搜罗 来 的 古籍 了 ,6.888717128929689e-26
 除开 这些 破旧 的 古籍 外 ,5.152043221436874e-10
 箱子 里 还有 三个 紧紧 裹 起来 的 桐油 纸 包裹 ,7.896306316255331e-18
 由于 桐油 纸 的 保护 ,1.3198330825936077e-08
 包裹 的 状态 看起来 要好 一些 ,3.83277451651347e-09
 劳 铭 昌 从 箱子 里 取 了 一件 出来 ,3.2016114434601464e-15
 拍 掉 上面 的 灰尘 ,1.9072906163154946e-09
 小心 打开 后 却 发现 是 里面 是 一页 页 没有 装订 的 手稿 ,6.246023524272959e-30
 上面 还 留着 劳 格 林 的 名字 ,1.0353279662184834e-12
 他 将 几只 包裹 都 取 了 出来 ,1.6310116345302463e-15
 交给 罗 广 胜 随身 带上 ,4.289418269978548e-08
 留 待 以后 研究 ,3.5159473325440372e-06
 检查 过 这个 类似 享 堂 的 房间 后 ,2.5474296273258113e-16
 他们 穿过 了 后面 的 门洞 ,2.3463469512963397e-14
 走进 了 另 一条 长廊 ,3.3369199233804684e-08
 这部分 的 长廊 和 之前 他们 经过 的 没有 什么 不同 ,5.1676638775413913e-26
 只不过 这 一次 两侧 墙 壁上 的 内容 变成 了 一些 劳 氏 先祖 曾经 达成 的 卓越 事迹 ,1.8374779658322538e-29
 到 了 这个 时候 ,1.693341784309074e-06
 劳 铭 昌 基本 已经 猜 到 了 整个 地下 建筑 的 布局 ,6.464840540633653e-22
 按 传统 的 三 段 式 祠堂 来 推断 ,2.758571782930184e-16
 在 这条 长廊 的 尽头 ,6.665878538275291e-10
 整个 建筑 的 最深处 ,1.4843017509730041e-08
 修建 的 应该 是 用来 安置 祖先 牌位 的 寝 堂 ,2.2542635198425663e-19
 这 让 他 在 推开 最后 的 那扇 乌 漆 大门 时 感到 了 难以 言说 的 紧张 与 激动 ,3.0156270237307723e-40
 对 他 而言 ,2.4767653063930206e-06
 这 扇门 后 的 东西 仿佛 就是 他 研究 家族 历史 的 一种 奖赏 — — 以 一个 子孙 ,9.172549595064914e-40
 而 非 研究者 ,3.347045340700375e-05
 的 身份 觐 见 自己 的 祖先 ,8.506810134153005e-13
 手电筒 照亮 了 一个 与 享 堂 差 不 多大 的 房间 ,8.435274140396542e-21
 他们 两 个人 看到 了 房间 的 另外 三 面 耸立着 用 夯 实 泥土 与 石板 搭建 起来 的 阶梯 ,2.5220883922176523e-41
 并 倒 抽 了 一口 凉气 ,2.1727482551415204e-11
 这些 阶梯 最 靠 外 的 一级 有 齐 腰 高 ,7.671406686624448e-23
 它们 一级 级 往 上 延伸 ,1.0156991554772446e-11
 最后 几乎 已经 碰到 了 地窖 的 天花板 上 ,4.7992233475276915e-18
 它们 组成 了 一个 巨大 的 “ 凹 ” 字形 — — 后来 ,1.6103818041365595e-23
 劳 铭 昌 与 罗 广 胜 再度 谈起 这 一幕 时 ,6.205197426290064e-16
 罗 广 胜 说 那 就 像是 某种 巨大 的 礼堂 座 席 ,4.1202662271071376e-24
 从 某种 诡异 的 角度 来说 ,3.396511544806654e-11
 这个 比喻 准确 得 让 人 恐惧 — — 因为 那些 台阶 上 摆放 的 是 鳞次栉比 的 一尊 尊 牌位 ,5.185890437295256e-40
 虽然 其中 有些 牌位 已经 倒塌 了 ,1.7047794352249796e-11
 但 大多 都 还 保持 在 原来 的 位置 上 ,6.751725938035249e-21
 手电筒 照射 出 的 光芒 在 这些 埋葬 于 厚重 灰尘 里 的 牌位 间 拉 出 了 诡异 变幻 的 长 影 ,1.9410983347370053e-42
 让 人 恍惚 间 想到 了 午夜 坟山 上 林立 的 墓碑 ,1.4017576814551035e-22
 这些 牌位 的 数量 如此 之多 ,4.875464098655978e-11
 远远 超出 了 劳 铭 昌 的 预计 与 想象 — — 按照 他 的 估算 ,2.963388809919911e-31
 那里 至 少有 一 千 五百 到 两 千 尊 以上 的 牌位 ,1.7336454452706187e-26
 而 其中 每 一个 位置 都 代表 着 一位 曾经 存在 过 的 劳 氏 祖先 ,1.003097508344517e-32
 劳 铭 昌 不 知道 自己 的 曾祖父 究竟 是 如何 知晓 这些 祖先 的 名字 的 ,4.597435355852153e-26
 但 在 这样 黑暗 的 环境 里 ,6.321436531507692e-14
 这种 近乎 阴森 的 展示 让 他 感到 了 莫名 的 畏惧 与 恐慌 ,2.875779170015897e-29
 经过 三年 的 研究 与 调查 ,4.865705818660006e-12
 他 所 熟悉 的 祖先 名字 尚 不足 百 位 ,3.998752169969828e-19
 在 这个 阴森 的 宗祠 里 最多 只有 小小的 一角 ,1.801521325598905e-17
 更 多 的 名字 留给 他 的 只有 彻底 的 陌生 ,5.225222598747733e-22
 他 在 日记 里 回忆 说 ,2.6679755231899183e-11
 某种 让 人 窒息 与 压抑 的 氛围 几乎 要 将 他 压垮 在 地 ,1.2205559629081222e-30
 不敢 再 踏 近 一步 ,1.0176738875153625e-08
 但 强烈 的 好奇 与 了解 家族 历史 的 热情 仍然 驱使 着 他 继续 一趟 究竟 ,2.6091361125335293e-34
 于是 他 向着 三 面 排列 祖先 的 牌位 台阶 各 行 了 一次 大 礼 ,1.051528756690235e-31
 然后 走近 了 一些 ,2.941481437014641e-06
 想要 详细 地 看一看 ,1.1444601497224143e-06
 这个 举动 揭露出 了 另 一个 不 那么 起 眼 ,1.0703866504309105e-19
 但 却 同样 古怪 的 异状 ,1.753877239393855e-12
 当 劳 铭 昌 靠近 审视 那些 腐朽 得 已经 看不出 颜色 的 牌位 时 ,1.069815296761608e-22
 他 发现 虽然 这些 牌位 上 写 着 辈分 与 名字 的确 是 劳 家 的 列 祖 列 宗 ,2.5020797249104516e-37
 但 那些 牌位 并非 是 宗祠 里 供奉 的 往生 牌位 ,1.261682328349445e-18
 而是 通常 为 供奉 活人 准备 的 长生 牌位 — — 即使 那些 按照 辈分 本该 活在 数百 甚至 上千 年前 的 祖先 也是 如此 ,3.668920541110997e-38
 这种 违反常理 的 行为 让 劳 铭 昌 陷入 了 深深 的 困惑 ,1.12566706625328e-22
 难道 自己 的 曾祖父 和 其他 家人 是 如此 的 沉迷于 长生不死 的 理念 ,2.344867309852345e-28
 甚至 拒绝 相信 祖先 们 已经 死亡 的 事实 ,6.4443314376392024e-18
 反而 努力 用 这样 一种 古怪 的 方式 进行 自我 催眠 ？ 想到 这里 ,4.283460033702468e-27
 劳 铭 昌 甚至 觉得 有些 可怜 自己 的 祖先 了 ,3.224815679064843e-15
 因为 他 在 那 一排排 长生 牌位 里 看到 了 自己 的 曾 曾祖父 — — 劳 格 林 的 父亲 — — 劳 修 文 ,8.04457011749951e-44
 而 他 记得 劳 修 文 在 光绪 二 十三年 ,2.610782420288987e-18
 也 就是 劳 家 从 即 墨 搬家 到 青岛 的 一 年前 ,2.693643546405002e-25
 就 已经 去世 了 ,9.026505821175179e-07
 带 着 满 腹 的 疑问 离开 这个 古怪 而 又 阴森 的 地下 祠堂 后 ,6.238093583373368e-29
 劳 铭 昌 与 罗 广 胜 又 检查 了 祠堂 门前 的 通道 ,4.236085429294246e-24
 这条 通道 的 证实 了 劳 铭 昌 的 部分 猜想 ,5.001459308218699e-19
 因为 它 的 一端 就 连接 着 德 占 时期 下水道 系统 的 某个 废弃 角落 ,2.375605062249524e-29
 而 另一端 则 以 一个 非常 平缓 的 角度 逐渐 向下 延伸 ,6.863844649892522e-22
 经过 几处 弯折 后来 连接 上 了 一处 通往 海里 的 地下 洞穴 ,3.002916726381258e-21
 这座 洞穴 似乎 是 天然 形成 的 花岗岩 裂隙 ,1.926306647861693e-16
 当 劳 铭 昌 与 罗 广 胜 抵达 洞穴 的 时候 已经 开始 涨潮 了 ,8.955676039868347e-26
 他们 看到 了 一段 长长的 黑色 泥泞 滩 涂 和 反复 拍打着 滩 涂 的 黑色 水面 ,2.879170540739328e-26
 那种 无处不在 的 臭味 里 模糊地 混杂 一股 海水 特 有的 腥味 ,4.275772610709173e-17
 虽然 洞穴 的 后 半 段 是 淹没 在 水里 的 ,1.1332917067446768e-23
 但 劳 铭 昌 觉得 在 落潮 时候 它 肯定 通向 某个 位于 青岛 海 滨 地带 ,7.97944371620819e-27
 暴露 在 水 面上 的 隐秘 洞穴 — — 当年 劳 家 的 祖先 们 肯定 就是 利用 这条 通道 绕过 所有人 的 耳目 ,1.2054201231938135e-45
 暗中 开展 他们 的 走私 生意 或者 其他 需要 秘密 出海 的 勾当 ,1.1593663004949308e-25
 至于 他们 是 如何 发现 这 处 天然 出 海口 的 ,1.618251547206367e-22
 劳 铭 昌 就 很难 去 猜测 了 ,1.9120937854508276e-10
 对于 劳 铭 昌 而言 ,0.00020787878787878778
 这次 探索 揭开 了 他 的 许多 疑问 ,9.050024927767376e-15
 那种 出现 在 房间 里 闻到 的 臭味 肯定 就是 从 德 占 时期 的 下水道 网络 里 飘 上来 的 ,4.075511043340118e-41
 而 那些 鬼祟 的 声音 则 肯定 说明 了 某些 人 还 在 利用 这条 古老 的 地下 通道 从事 一些 隐秘 的 活动 — — 这 让 劳 铭 昌 对 居 家 的 安全 有 了 担忧 ,6.746976894409914e-78
 为此 他 还 特意 加固 了 通向 地底 通道 的 那扇 活 板门 ,7.432171045165723e-22
 并且 为 那个 小 单间 也 上 了 锁 ,5.3048508636414616e-20
 但 探险 最大 的 意外 收获 是 他们 从 地底 的 劳 家祠 堂 里 取出 来 的 三个 桐油 纸 包裹 ,1.2478366437174985e-39
 从 包装 的 方式 来看 ,1.1065590466272846e-10
 那 三个 包裹 只是 一种 简单 的 防潮 措施 ,9.527587813109878e-16
 并非 是 为 长久 保存 而 准备 的 ,2.006744058458942e-14
 所以 包裹 中 手稿 的 保存 状况 也 相当 勉强 ,1.336636075445036e-21
 需要 精心 修复 ,3.652355396541443e-05
 纸 页 上 的 题字 与 内容 都 说明 这些 手稿 应该 是 他 的 曾祖父 劳 格 林 留下 的 ,3.6085934596282625e-38
 其中 的 一部分 内容 是 劳 格 林 在 研究 那些 箱子 里 的 朽 烂 古书 时 留下 的 笔记 ； 另 一部分 则 好 像是 劳 格 林 与 各式各样 的 人 进行 交谈 时 留下 的 笔记 ,2.4569136542677e-80
 有些 对话 记录 非常 简单 ,8.843898741227005e-09
 仅仅 以 “ 某 月 某 日 问 某 某 ,1.0418274176930263e-20
 答 曰 某 某 ” 的 形式 一笔 带 过 ； 有些 则 非常 详细 ,1.057638159021163e-27
 不仅 包括 了 前因后果 ,2.291593169468533e-08
 还 附带 了 一些 劳 格 林 的 评论 与 考据 ,2.131988121460949e-22
 这些 交谈 的 主题 非常 广泛 ,1.1304091815511248e-12
 有些 似乎 与 古 书中 的 某 部分 内容 有关 ,1.69461370812538e-21
 有些 则 是 一些 荒诞不经 的 奇怪 见闻 ,2.0910185065034037e-15
 还有 相当 一部分 则 牵涉到 整个 长生 密 教 的 历史 与 秘密 ,2.426933476373298e-22
 但 真正 让 人 困惑 的 并非 是 对话 的 内容 ,7.194938781648681e-24
 而是 那些 与 劳 格 林 对话 的 人 ,2.329267118869396e-15
 这些 人 当 中有 许多 劳 氏 的 先祖 ,1.989376004018415e-17
 也 有 许多 看起来 与 劳 家 完全 没有 关系 的 人 ,2.464563023947421e-23
 但 他们 都 有 一个 共同 的 特点 ,3.4290205840437974e-15
 他们 所 生活 的 年代 要 远比 劳 格 林 古老 得 多 ,2.206674033513598e-24
 有 几页 手稿 里 记叙 了 劳 格 林 与 一个 出生 在 明朝 初年 名叫 孙 睦 的 御 史 谈论 一颗 传说 中 名叫 “ 幽 阁 司 ” 的 星星 — — 据说 那 是 一颗 运行 在 五 纬 之外 不会 发光 的 星星 ,1.8507527201173118e-84
 凡人 的 眼睛 根本无法 看见 它 ； 还有 几页 手稿 则 记录 了 劳 家 一位 祖先 劳 攸 谈论 东 汉 年间 自己 拜见 某个 名叫 “ 玄 君 ” 的 隐士 时 的 所见所闻 ,3.1441749332136637e-58
 这些 奇怪 的 内容 让 劳 铭 昌 陷入 了 深深 的 困惑 ,2.206103104681139e-23
 这些 文字 无疑 都 是 曾祖父 劳 格 林 借着 一 问 一 答 的 口吻 写下 的 离奇 故事 或 怪谈 — — 考虑 到 劳 家人 一贯 的 渊博 学识 ,2.1093500453910526e-58
 这 似乎 并 不是 什么 难事 ,1.388702362555873e-11
 但 真正 让 他 琢磨不透 的 是 曾祖父 写下 这些 故事 的 用意 ,5.5093353786100584e-27
 或许 它们 能 当作 一种 向 信 众 宣扬 长生不老 的 证据 — — 毕竟 劳 家 的 许多 祖先 都 曾 宣称 自己 的 学识 是 由 那些 长生不老 的 人 所 传授 的 ,6.858046660238782e-67
 但 这些 手稿 实在 过于 随意 和 零散 ,3.0331453598995287e-15
 而且 夹杂着 一些 非常 可疑 又 没有 头尾 的 笔记 ,5.277857251480409e-19
 似乎 并 不是 对外 公开 的 内容 ,7.677387000646406e-13
 另一方面 ,1
 许多 对话 内容 似乎 都 隐藏 着 更深 层 的 联系 ,7.625561841897242e-21
 似乎 只有 具备 某些 背景 知识 的 阅读者 才能 看出 其中 的 端倪 ,2.7112719339803624e-25
 在 所有 这些 的 对话 形式 表现 的 故事 中 ,3.6958824589206526e-23
 劳 铭 昌 最 感兴趣 的 是 劳 格 林 与 一个 名叫 劳 巿 的 人 展开 的 几次 对话 — — 他 甚至 还 在 日记 里 讨论 了 曾祖父 写下 这个 故事 的 用意 ,4.317055546050206e-69
 劳 铭 昌 认得 这个 “ 劳 巿 ” 名字 ,1.8513181910154305e-11
 因为 在 那座 位于 地下 的 劳 家 祠堂 里 ,3.632891423056491e-18
 供奉 在 最 尊贵 位置 上 的 一世 祖 — — 也 就是 整个 劳 氏 所 承认 的 始祖 — — 就是 劳 巿 ,5.230048201030306e-41
 而 曾祖父 与 这位 始祖 的 “ 对话 ” 则 以 一种 神话 般的 方式 揭露 了 劳 氏 家族 ,5.903861723098122e-38
 乃至 整个 长生 密 教 的 起源 ,1.6303289468968733e-11
 在 谈话 里 ,4.449376088508077e-06
 劳 巿 自称 幼时 曾 随 方士 学习 过 鬼神 之 术 ,5.9033202925642356e-15
 后来 经 人 举荐 ,3.0621391050340494e-08
 去 朝廷 里 做 了 官 ,3.420398684218073e-11
 还 得到 了 皇帝 的 信任 ,2.4033380401633474e-13
 有 一日 ,0.0002652017427543095
 皇帝 问 他 延年益寿 的 方法 ,3.018797120862584e-10
 他 便 将 古书 里 记载 的 灵 山 与 仙人 告诉 了 皇帝 ,2.802866937339772e-29
 皇帝 听 了 大 悦 ,2.1693540091976423e-09
 便 命令 他 寻访 那些 隐居 的 仙人 求 取 长生不老 的 灵药 ,1.898514366544575e-24
 这桩 差事 他 一直 做 了 八年 ,3.9933804724053036e-11
 却 始终 没有 结果 ,7.128712542044855e-08
 在 一次 出海 寻访 灵 山 的 过程 中 ,7.406211256602594e-14
 他 的 船队 遭遇 了 风暴 ,8.624113659732741e-12
 被 吹 到 了 一座 荒 岛上 ,3.153164443604036e-12
 船只 损坏 得 厉害 ,2.5716963448922204e-05
 不能 再 航行 ,2.770083102493074e-05
 所以 劳 巿 只好 一面 命令 水手 们 修 船 ,2.998277233187726e-12
 一面 差 几个 随从 去 岛 寻找 些 补给 ,9.743296168702901e-14
 大约 过 了 半日 ,7.191591306297033e-08
 那 几个 随从 带 回来 了 一样 奇怪 的 东西 ,1.892932045283716e-16
 那 东西 有 瓦罐 那么 大 ,4.843798222759905e-10
 通体 漆黑 ,0.19999999999999998
 光溜溜 的 ,1.4
 既 没有 口 眼 也 没有 四肢 ,1.176900039599408e-13
 摸 起来 像是 肉 一样 ,1.1420428249411493e-07
 但 却 更 柔软 些 ,6.4992749045108714e-09
 最 让 人称 奇 的 是 ,1.4712664354610787e-09
 有 随从 拿 刀 从 上面 割 了 一块 下来 ,4.29159040618224e-19
 却 没有 见 血 ,5.101969755177119e-07
 而且 不一会儿 割 过 的 地方 又 重新 生长 了 出来 ,2.537788456907921e-21
 完好 如初 ,0.1076923076923077
 劳 巿 问 那 几个 随从 这 东西 的 来历 ,3.8202858400289404e-16
 他们 便 回答 说是 在 一片 浅 湾 里 寻 见 的 ,2.5955938940500506e-18
 还 说 那 水里 大大小小 有 许 多个 ,1.5271352241197564e-14
 还有 海鸟 在 啄食 ,1.365544252989566e-07
 他们 不 知道 这是 什么 ,2.7196544717845804e-08
 于是 就 捡 了 一个 回来 ,8.460584108977317e-12
 劳 巿 细细 查看 了 一番 ,1.5126564714882507e-06
 突然 想起 古书 里 提 过 一种 名叫 “ 太岁 ” 的 奇 物 与 眼前 之物 甚 是 相似 ,4.116960458360735e-39
 书中 说 太岁 取 之 无尽 ,2.602536454140551e-09
 寻 复 更生 ,0.024499999999999997
 食 之 可 脱胎换骨 ,2.157117386806365e-07
 他 便 从 那 东西 上面 割下来 吃 了 一块 ,4.773023344515898e-19
 但 却 觉得 没有 什么 味道 ,6.478327559649009e-12
 随从 们 见 他 吃 过 无恙 ,2.34798000428034e-13
 于是 就 将 那 东西 分 食 了 ,1.6108944381872657e-15
 他们 又 花 了 十几 日 才 将 船 修好 ,1.4350612765393817e-21
 劳 巿 惦念 太岁 ,0.4573333333333332
 每日 都 去 浅 湾 边 查看 ,8.636598417620311e-11
 却 未 再 见过 ,4.193946167093906e-08
 待 到 了 他们 起航 那 一日 ,1.61018657499366e-11
 劳 巿 又 一个 人去 浅 湾 边 查看 ,3.1899976873201906e-09
 却 仍旧 一无所获 ,0.00027636773829667224
 可 当 他 回来 时 却 发现 十几个 水手 与 随从 全都 不知 了 去向 ,2.1246892608140615e-28
 船上 空无一人 ,0.07368421052631578
 而 食物 ,0.0006003430531732418
 淡水 和 日用 的 衣物 也 都 还 在 原处 ,1.9898757958914076e-21
 颇为 可疑 ,0.06363636363636363
 于是 他 便 大声 去 唤 其它 人 ,2.040815998183311e-13
 却 又 听见 船 边 的 水里 传来 吵闹 人声 ,9.120619418864223e-16
 就 探 头去 看 ,1.831091180866965e-05
 但 水里 的 不是 水手 ,3.864350600565148e-10
 而是 个 怪物 ,1.2168622338113863e-05
 它 全身 漆黑 ,8.910711038370611e-05
 通体 光滑 ,0.19999999999999998
 没有 头尾 ,0.0009043927648578811
 一团 浑 沌 ,0.025128205128205128
 浑身上下 有 一 千 只 眼 ,6.508735776698333e-11
 可 察 四面八方 ,0.0026029216467463477
 又 有 一 千 张嘴 ,1.565363949490027e-09
 可 说 千百 人 言 ,1.2647442649182977e-10
 他 听见 的 吵闹 人声 就是 从 怪物 嘴里 发出 来 ,2.1699375059854174e-20
 那 怪物 望见 了 劳 巿 ,6.789373637724619e-10
 便 陡然 暴 起 ,0.0019670250896057346
 攀 上 船舷 ,6.592445595506375e-05
 如同 泥水 一样 漫 了 进来 ,2.8667959883277876e-09
 船上 地方 狭小 ,0.00015582763555414215
 劳 巿 无处 可 避 ,0.000170057547587428
 只得 跪 地 求饶 ,1.0838310108383097e-05
 说来 奇怪 ,0.4666666666666666
 那 怪物 竟 也 没 害 他 ,3.492137422776368e-12
 反而 开口 说起 话 来 ,1.6347393044552405e-05
 如 千万 人 异口同声 一般 ,2.7404335215169966e-08
 那 怪物 叫 劳 巿 无需 害怕 ,4.5456512449356006e-08
 又 告诉 劳 巿 ,9.317360714964819e-07
 他们 前几日 吃 的 乃是 它 的 肉 ,2.1392513723052207e-15
 有 脱胎换骨 之 效 ,4.1025683961992625e-07
 其他 水手 都 已 化作 仙人 去 了 海中 灵 山 ,8.330985180318924e-16
 而 它 就是 来 接 劳 巿 的 ,8.45560810371825e-14
 劳 巿 将信将疑 ,0.3266666666666666
 便 问 它 究竟 是 何 物 ,4.28705395671804e-15
 那 怪物 便 回答 说 ,2.3898595204790667e-08
 自己 乃是 阳 遂 神 所 造 之物 ,4.7808498547626334e-12
 当年 混沌 初 开 ,1.1965811965811962e-05
 天地 始 成 ,0.0022272727272727266
 阳 遂 神 自 星宿 降临 凡间 ,2.9114643750908666e-08
 见 地上 没有 活物 ,9.37145027291275e-08
 便 用 土 和 水 造 了 它 ,7.071316337147805e-18
 而后 又 从 它 身上 取 了 一块 造 了 世间 所有 活物 ,2.547668676802676e-26
 故 它 也是 万物 始祖 ,2.456014729950899e-05
 劳 巿 连忙 跪下 拜 了 一拜 ,8.048563385070502e-08
 转而 问 怪物 那 阳 遂 神 如今 在 又 何处 ,3.709421621326571e-20
 怪物 便 又 答 说 ,1.026749708416954e-08
 阳 遂 神 去 了 南 终 之地 ,1.9360677612197003e-12
 这 世上 没有 活物 可 去 那里 ,4.427655069330444e-13
 它 自己 也 已有 千万年 未见 过 阳 遂 神 了 ,1.1121594983350854e-15
 随后 怪物 又 反问 劳 巿 ,9.662448148852402e-08
 他 找 阳 遂 神 所 为何 事 ？ 于是 劳 巿 便 将 皇帝 下令 寻找 仙 药 的 事情 一五一十 地 交代 了 ,1.0347479663963217e-40
 说 阳 遂 神 既然 能 造 世间 万物 ,1.2912756170717862e-13
 定然 有 办法 让 凡人 长生不死 ,6.102145845289701e-10
 哪 知道 怪物 却 取笑 他 说 ,9.713827567213095e-11
 当年 万物 生灵 被 阳 遂 神 从 它 身上 取下 来 后 ,6.487178202642594e-20
 便 固定 了 形状 ,1.0450003663594577e-08
 所以 鱼 才是 鱼 ,0.00024927325581395346
 鸟 才是 鸟 ,0.05297297297297297
 人才 是 人 ,7.746253646637067e-06
 活物 的 身体 有 了 损坏 ,3.6073447413155735e-12
 也 不 能够 替代 ,7.111039659730715e-08
 长此以往 ,1
 即便 再 结实 的 石像 也 有 粉碎 的 一天 ,2.870366735739318e-20
 哪 有 肉体 凡胎 长生不死 的 道理 ,2.23889640979216e-10
 怪物 又 说 ,0.0001345840992161585
 若 想要 长生不死 ,0.0007256571640133283
 唯有 褪 去 肉体 凡胎 ,6.6555786555786536e-06
 回归 初 源 ,8.740245261984391e-05
 方可 有 万 千般 变化 ,2.357094306147134e-07
 才能 久 而 弥 新 ,8.617604822700223e-08
 长生不死 ,1
 劳 巿 连忙 跪下 求 怪物 赐 长生不死 之 法 ,4.219520153913496e-09
 那 怪物 便 回答 说 ,2.3898595204790667e-08
 古 时候 有个 大 彭 国 ,7.931451539802287e-11
 那里 的 国君 与 它 熟识 ,1.834605955080371e-12
 它 便 给 国君 吃 了 自己 的 肉 ,2.7005489064322317e-17
 那 国君 便 活 了 八 百岁 ,1.660059130698523e-13
 直到 后来 大 彭 国 被 楚人 灭 国 ,1.5667210587927894e-16
 国君 才 心灰意冷 随 它 一同 去 海中 灵 山 去 了 ,1.3246505609627747e-16
 劳 巿 自己 也 曾 在 书上 读过 大 彭 国 之事 ,4.3213881483949795e-20
 却 知道 得 并不 详细 ,9.82581431922141e-09
 于是 那 怪物 就 为 他 引见 了 大 彭 国 的 国君 ,1.235921838545214e-29
 劳 巿 问 了 些 书中 所述 之事 ,7.67569956597047e-09
 对方 应答 如 流 ,0.0001563532763532763
 劳 巿 始 信 不 疑 ,9.4612433538523e-08
 便 恳求 那 怪物 赐 他 长生不死 之 法 以 复 皇 命 ,8.709644940304124e-21
 怪物 见 他 执意 如此 ,1.6386009576860663e-08
 便 驼 着 船 载 他 渡 了 海 ,3.6861536660189484e-18
 回到 陆上 ,0.010144927536231883
 又 从 身上 取 了 一块 肉 给 他 ,8.396218756894398e-18
 临别 前 ,0.19999999999999998
 怪物 告诫 劳 巿 ,0.000604938271604938
 将 肉 献给 皇帝 服下 即可 ,1.519580365897379e-08
 但 时辰 一到 ,0.0001414141414141414
 它 便会 来 寻 服用 之人 ,1.2397406244569169e-08
 接 他们 去 海中 灵 山 ,5.913262099308608e-09
 但 它 若 不能 接应 ,2.885161730979275e-09
 纵然 脱胎换骨 也是 枉 然 ,3.841599999999999
 因此 万万 记得 要来 海边 寻 它 ,1.998060514659927e-07
 说 罢 ,0.002760433782451528
 怪物 便 回 海里 去 了 ,4.061050297609436e-09
 劳 巿 磕头 谢 过 之后 ,4.587798944290328e-06
 连忙 带 着 太岁 日夜 兼 程 赶往 国都 ,1.5347494057447928e-10
 可 路 走到 一半 ,1.3466704750350652e-06
 却 听说 皇帝 已经 驾崩 了 ,1.4739456736068698e-09
 而 继 位 的 皇帝 又 将 先 皇 之 死 怪罪 在 鬼神 之 术 头上 ,6.490920355105352e-33
 大肆 搜捕 曾经 在 朝 中 游说 的 方士 ,2.1572937283357108e-17
 无奈 之下 ,0.09999999999999999
 劳 巿 只得 暗中 找到 自己 的 家人 ,2.2171481090381184e-09
 隐姓埋名 ,1
 迁 往 别处 ,0.002028985507246376
 这才 有 了 后来 了 劳 氏 家族 与 长生 密 教 ,3.9303878031859534e-20
 在 详细 阅读 过 那些 手稿 后 ,1.0476459598753384e-13
 劳 铭 昌 觉得 曾祖父 在 写下 这个 奇怪 的 故事 时 一定 受到 了 那些 古籍 的 影响 ,5.861006761817997e-34
 因为 手稿 中 有关 古籍 研究 的 部分 里 也 非常 频繁 地 提到 了 某种 与 故事 里 的 怪物 非常 类 似的 东西 ,2.952236997206782e-51
 在 那些 模糊不清 的 古籍 里 ,1.9261568531652023e-12
 这种 东西 往往 被 称为 “ 太岁 ” ,4.562655822296056e-13
 “ 聚 肉 ” ,3.350202776395086e-07
 或者 “ 视 肉 ” ,2.034974576632904e-09
 虽然 名字 千变万化 ,5.419454736492837e-05
 但 古籍 里 关于 它 的 叙述 却 大同小异 ,1.0126402045781717e-19
 根据 那些 晦涩 难懂 的 古老 文字 ,2.2861280444624553e-12
 这种 东西 乃是 远古 的 神灵 用 水 与 土 制作 的 ,1.5672957291600526e-22
 有 一部分 古籍 认为 它 是 神灵 用来 创造 万物 生灵 的 原料 ； 还 有些 古籍 则 认为 它 已 臻 大成 ,1.3092986443003374e-43
